id,name,value,category
12738,User12738,9,C
12739,User12739,37,B
12740,User12740,81,B
12741,User12741,56,B
12742,User12742,25,A
12743,User12743,26,A
12744,User12744,16,B
12745,User12745,30,A
12746,User12746,41,C
12747,User12747,60,C
12748,User12748,68,B
12749,User12749,7,C
12750,User12750,84,B
12751,User12751,28,A
12752,User12752,26,C
12753,User12753,5,A
12754,User12754,52,A
12755,User12755,100,B
12756,User12756,66,C
12757,User12757,25,B
12758,User12758,92,C
12759,User12759,40,B
12760,User12760,91,A
12761,User12761,98,B
12762,User12762,26,A
12763,User12763,14,A
12764,User12764,87,C
12765,User12765,55,A
12766,User12766,48,C
12767,User12767,57,B
12768,User12768,33,C
12769,User12769,63,A
12770,User12770,61,B
12771,User12771,48,B
12772,User12772,94,C
12773,User12773,29,B
12774,User12774,36,A
12775,User12775,8,C
12776,User12776,73,A
12777,User12777,13,A
12778,User12778,59,C
12779,User12779,6,C
12780,User12780,71,B
12781,User12781,29,B
12782,User12782,74,A
12783,User12783,58,A
12784,User12784,1,A
12785,User12785,13,A
12786,User12786,92,A
12787,User12787,53,B
12788,User12788,8,B
12789,User12789,87,B
12790,User12790,72,A
12791,User12791,33,A
12792,User12792,11,A
12793,User12793,95,A
12794,User12794,42,A
12795,User12795,76,C
12796,User12796,23,C
12797,User12797,32,C
12798,User12798,29,B
12799,User12799,11,A
12800,User12800,38,C
12801,User12801,82,B
12802,User12802,36,A
12803,User12803,56,B
12804,User12804,75,C
12805,User12805,100,A
12806,User12806,54,B
12807,User12807,61,B
12808,User12808,56,A
12809,User12809,49,B
12810,User12810,62,A
12811,User12811,17,B
12812,User12812,85,C
12813,User12813,60,C
12814,User12814,26,C
12815,User12815,20,B
12816,User12816,61,C
12817,User12817,24,B
12818,User12818,99,B
12819,User12819,50,C
12820,User12820,19,A
12821,User12821,97,A
12822,User12822,19,A
12823,User12823,11,A
12824,User12824,77,C
12825,User12825,91,C
12826,User12826,42,B
12827,User12827,90,C
12828,User12828,44,C
12829,User12829,85,B
12830,User12830,80,B
12831,User12831,87,C
12832,User12832,45,A
12833,User12833,59,B
12834,User12834,21,B
12835,User12835,26,A
12836,User12836,34,B
12837,User12837,96,C
12838,User12838,40,C
12839,User12839,0,B
12840,User12840,61,B
12841,User12841,66,C
12842,User12842,6,A
12843,User12843,4,C
12844,User12844,73,C
12845,User12845,13,B
12846,User12846,49,B
12847,User12847,56,B
12848,User12848,62,B
12849,User12849,99,B
12850,User12850,37,C
12851,User12851,77,A
12852,User12852,73,C
12853,User12853,94,B
12854,User12854,48,A
12855,User12855,45,C
12856,User12856,62,C
12857,User12857,26,B
12858,User12858,55,C
12859,User12859,21,B
12860,User12860,85,B
12861,User12861,91,A
12862,User12862,48,B
12863,User12863,57,A
12864,User12864,51,A
12865,User12865,89,B
12866,User12866,39,B
12867,User12867,9,A
12868,User12868,75,A
12869,User12869,65,A
12870,User12870,73,C
12871,User12871,100,B
12872,User12872,66,B
12873,User12873,96,C
12874,User12874,41,C
12875,User12875,66,C
12876,User12876,42,C
12877,User12877,43,B
12878,User12878,49,A
12879,User12879,4,C
12880,User12880,31,A
12881,User12881,78,C
12882,User12882,22,B
12883,User12883,53,A
12884,User12884,88,A
12885,User12885,92,B
12886,User12886,50,C
12887,User12887,32,C
12888,User12888,98,C
12889,User12889,15,A
12890,User12890,41,C
12891,User12891,20,B
12892,User12892,77,C
12893,User12893,44,B
12894,User12894,20,B
12895,User12895,12,B
12896,User12896,35,C
12897,User12897,39,B
12898,User12898,76,B
12899,User12899,98,C
12900,User12900,18,C
12901,User12901,10,C
12902,User12902,89,A
12903,User12903,96,C
12904,User12904,49,B
12905,User12905,13,C
12906,User12906,33,A
12907,User12907,7,B
12908,User12908,11,C
12909,User12909,7,B
12910,User12910,56,C
12911,User12911,99,C
12912,User12912,97,A
12913,User12913,43,A
12914,User12914,79,C
12915,User12915,26,C
12916,User12916,26,B
12917,User12917,63,B
12918,User12918,94,C
12919,User12919,46,C
12920,User12920,78,C
12921,User12921,16,B
12922,User12922,0,C
12923,User12923,91,C
12924,User12924,49,A
12925,User12925,31,B
12926,User12926,14,A
12927,User12927,0,B
12928,User12928,88,B
12929,User12929,74,A
12930,User12930,85,A
12931,User12931,81,C
12932,User12932,56,B
12933,User12933,78,B
12934,User12934,95,C
12935,User12935,46,C
12936,User12936,88,C
12937,User12937,89,A
12938,User12938,87,A
12939,User12939,38,B
12940,User12940,53,C
12941,User12941,33,C
12942,User12942,29,B
12943,User12943,96,A
12944,User12944,64,B
12945,User12945,97,C
12946,User12946,44,B
12947,User12947,41,C
12948,User12948,77,B
12949,User12949,72,B
12950,User12950,65,C
12951,User12951,71,B
12952,User12952,0,B
12953,User12953,28,A
12954,User12954,53,B
12955,User12955,27,A
12956,User12956,72,C
12957,User12957,80,A
12958,User12958,71,B
12959,User12959,53,A
12960,User12960,57,B
12961,User12961,0,A
12962,User12962,39,B
12963,User12963,71,C
12964,User12964,59,A
12965,User12965,10,A
12966,User12966,47,B
12967,User12967,0,C
12968,User12968,74,A
12969,User12969,81,B
12970,User12970,2,A
12971,User12971,66,B
12972,User12972,17,B
12973,User12973,67,A
12974,User12974,16,A
12975,User12975,33,A
12976,User12976,7,C
12977,User12977,10,A
12978,User12978,91,B
12979,User12979,54,B
12980,User12980,53,C
12981,User12981,79,B
12982,User12982,58,A
12983,User12983,77,A
12984,User12984,72,A
12985,User12985,68,C
12986,User12986,15,B
12987,User12987,25,C
12988,User12988,9,B
12989,User12989,62,B
12990,User12990,83,C
12991,User12991,38,A
12992,User12992,49,C
12993,User12993,24,C
12994,User12994,10,A
12995,User12995,43,B
12996,User12996,35,C
12997,User12997,97,A
12998,User12998,35,A
12999,User12999,84,C
13000,User13000,17,B
13001,User13001,14,B
13002,User13002,59,B
13003,User13003,21,B
13004,User13004,19,C
13005,User13005,33,A
13006,User13006,74,B
13007,User13007,68,C
13008,User13008,76,C
13009,User13009,87,A
13010,User13010,21,C
13011,User13011,89,A
13012,User13012,35,C
13013,User13013,51,A
13014,User13014,29,B
13015,User13015,24,B
13016,User13016,28,C
13017,User13017,61,A
13018,User13018,16,C
13019,User13019,84,B
13020,User13020,56,A
13021,User13021,8,B
13022,User13022,3,A
13023,User13023,86,B
13024,User13024,38,A
13025,User13025,0,B
13026,User13026,89,C
13027,User13027,91,C
13028,User13028,68,A
13029,User13029,18,B
13030,User13030,35,C
13031,User13031,55,B
13032,User13032,95,C
13033,User13033,21,B
13034,User13034,87,B
13035,User13035,75,B
13036,User13036,17,C
13037,User13037,21,C
13038,User13038,76,B
13039,User13039,26,A
13040,User13040,52,A
13041,User13041,28,A
13042,User13042,0,A
13043,User13043,12,A
13044,User13044,47,B
13045,User13045,75,A
13046,User13046,87,C
13047,User13047,68,C
13048,User13048,26,C
13049,User13049,70,B
13050,User13050,45,B
13051,User13051,9,A
13052,User13052,96,C
13053,User13053,1,C
13054,User13054,74,C
13055,User13055,60,A
13056,User13056,53,C
13057,User13057,94,B
13058,User13058,35,B
13059,User13059,92,A
13060,User13060,76,A
13061,User13061,11,B
13062,User13062,80,C
13063,User13063,77,C
13064,User13064,11,C
13065,User13065,11,C
13066,User13066,58,C
13067,User13067,91,A
13068,User13068,77,A
13069,User13069,35,A
13070,User13070,47,C
13071,User13071,6,A
13072,User13072,0,B
13073,User13073,13,A
13074,User13074,34,C
13075,User13075,100,B
13076,User13076,0,B
13077,User13077,23,C
13078,User13078,84,C
13079,User13079,49,C
13080,User13080,6,A
13081,User13081,42,B
13082,User13082,82,B
13083,User13083,66,C
13084,User13084,54,A
13085,User13085,96,C
13086,User13086,0,B
13087,User13087,69,C
13088,User13088,13,B
13089,User13089,9,A
13090,User13090,42,A
13091,User13091,86,C
13092,User13092,25,A
13093,User13093,31,A
13094,User13094,0,B
13095,User13095,17,B
13096,User13096,66,B
13097,User13097,0,A
13098,User13098,52,B
13099,User13099,49,B
13100,User13100,83,C
13101,User13101,8,C
13102,User13102,36,C
13103,User13103,8,C
13104,User13104,20,C
13105,User13105,21,B
13106,User13106,36,A
13107,User13107,68,A
13108,User13108,57,B
13109,User13109,23,B
13110,User13110,90,B
13111,User13111,81,B
13112,User13112,90,A
13113,User13113,40,B
13114,User13114,8,B
13115,User13115,36,C
13116,User13116,17,B
13117,User13117,80,B
13118,User13118,98,B
13119,User13119,1,B
13120,User13120,48,C
13121,User13121,99,C
13122,User13122,24,C
13123,User13123,90,C
13124,User13124,69,B
13125,User13125,66,C
13126,User13126,1,B
13127,User13127,81,A
13128,User13128,11,A
13129,User13129,53,A
13130,User13130,9,C
13131,User13131,32,C
13132,User13132,56,C
13133,User13133,74,A
13134,User13134,1,A
13135,User13135,43,C
13136,User13136,99,C
13137,User13137,85,A
13138,User13138,9,A
13139,User13139,45,C
13140,User13140,34,B
13141,User13141,46,A
13142,User13142,57,C
13143,User13143,85,A
13144,User13144,48,B
13145,User13145,25,C
13146,User13146,15,C
13147,User13147,84,B
13148,User13148,29,C
13149,User13149,66,B
13150,User13150,25,C
13151,User13151,55,B
13152,User13152,12,C
13153,User13153,86,A
13154,User13154,10,B
13155,User13155,58,C
13156,User13156,56,A
13157,User13157,35,C
13158,User13158,71,A
13159,User13159,11,C
13160,User13160,43,A
13161,User13161,1,C
13162,User13162,26,A
13163,User13163,56,A
13164,User13164,74,A
13165,User13165,73,B
13166,User13166,82,A
13167,User13167,30,A
13168,User13168,59,C
13169,User13169,64,C
13170,User13170,60,B
13171,User13171,84,C
13172,User13172,51,B
13173,User13173,18,A
13174,User13174,43,C
13175,User13175,23,A
13176,User13176,50,A
13177,User13177,61,A
13178,User13178,7,C
13179,User13179,81,C
13180,User13180,90,B
13181,User13181,82,A
13182,User13182,29,B
13183,User13183,26,B
13184,User13184,81,C
13185,User13185,72,B
13186,User13186,67,C
13187,User13187,75,B
13188,User13188,14,C
13189,User13189,44,A
13190,User13190,86,C
13191,User13191,10,B
13192,User13192,30,B
13193,User13193,39,A
13194,User13194,28,A
13195,User13195,31,B
13196,User13196,11,A
13197,User13197,19,B
13198,User13198,11,B
13199,User13199,42,B
13200,User13200,90,A
13201,User13201,37,B
13202,User13202,94,B
13203,User13203,89,B
13204,User13204,86,C
13205,User13205,41,C
13206,User13206,73,C
13207,User13207,15,C
13208,User13208,91,A
13209,User13209,84,A
13210,User13210,90,C
13211,User13211,80,C
13212,User13212,18,A
13213,User13213,59,C
13214,User13214,48,A
13215,User13215,73,B
13216,User13216,67,A
13217,User13217,6,C
13218,User13218,38,A
13219,User13219,97,A
13220,User13220,84,B
13221,User13221,97,A
13222,User13222,7,C
13223,User13223,3,B
13224,User13224,91,C
13225,User13225,33,B
13226,User13226,9,C
13227,User13227,6,C
13228,User13228,68,C
13229,User13229,84,A
13230,User13230,72,C
13231,User13231,69,C
13232,User13232,76,B
13233,User13233,79,C
13234,User13234,95,C
13235,User13235,94,C
13236,User13236,89,C
13237,User13237,39,A
13238,User13238,81,C
13239,User13239,2,A
13240,User13240,45,A
13241,User13241,49,A
13242,User13242,0,A
13243,User13243,61,C
13244,User13244,65,A
13245,User13245,27,C
13246,User13246,56,B
13247,User13247,47,C
13248,User13248,98,A
13249,User13249,4,A
13250,User13250,37,B
13251,User13251,65,A
13252,User13252,9,A
13253,User13253,75,A
13254,User13254,48,B
13255,User13255,57,B
13256,User13256,57,B
13257,User13257,35,C
13258,User13258,23,A
13259,User13259,16,B
13260,User13260,85,B
13261,User13261,3,A
13262,User13262,68,B
13263,User13263,19,C
13264,User13264,96,B
13265,User13265,95,C
13266,User13266,25,A
13267,User13267,63,B
13268,User13268,30,B
13269,User13269,43,C
13270,User13270,40,A
13271,User13271,35,B
13272,User13272,61,B
13273,User13273,90,A
13274,User13274,52,A
13275,User13275,39,B
13276,User13276,38,A
13277,User13277,42,C
13278,User13278,81,B
13279,User13279,27,B
13280,User13280,11,A
13281,User13281,40,C
13282,User13282,59,A
13283,User13283,24,B
13284,User13284,32,B
13285,User13285,83,C
13286,User13286,16,A
13287,User13287,6,C
13288,User13288,68,C
13289,User13289,75,A
13290,User13290,36,A
13291,User13291,54,A
13292,User13292,80,C
13293,User13293,10,A
13294,User13294,82,A
13295,User13295,62,B
13296,User13296,12,C
13297,User13297,14,A
13298,User13298,7,B
13299,User13299,20,C
13300,User13300,86,B
13301,User13301,37,A
13302,User13302,25,C
13303,User13303,58,B
13304,User13304,42,C
13305,User13305,87,B
13306,User13306,56,A
13307,User13307,9,C
13308,User13308,14,B
13309,User13309,97,B
13310,User13310,70,C
13311,User13311,1,A
13312,User13312,53,A
13313,User13313,37,A
13314,User13314,99,A
13315,User13315,92,A
13316,User13316,65,B
13317,User13317,65,A
13318,User13318,85,C
13319,User13319,92,A
13320,User13320,3,B
13321,User13321,55,B
13322,User13322,76,C
13323,User13323,2,C
13324,User13324,95,C
13325,User13325,29,B
13326,User13326,22,A
13327,User13327,52,B
13328,User13328,39,A
13329,User13329,50,A
13330,User13330,49,B
13331,User13331,59,A
13332,User13332,24,B
13333,User13333,53,A
13334,User13334,9,B
13335,User13335,4,C
13336,User13336,13,C
13337,User13337,19,C
13338,User13338,23,B
13339,User13339,70,A
13340,User13340,78,A
13341,User13341,46,A
13342,User13342,13,C
13343,User13343,53,B
13344,User13344,2,C
13345,User13345,97,B
13346,User13346,29,A
13347,User13347,12,A
13348,User13348,98,B
13349,User13349,37,B
13350,User13350,3,B
13351,User13351,82,B
13352,User13352,13,B
13353,User13353,21,B
13354,User13354,79,C
13355,User13355,0,C
13356,User13356,53,C
13357,User13357,32,A
13358,User13358,57,A
13359,User13359,37,C
13360,User13360,91,C
13361,User13361,97,B
13362,User13362,60,A
13363,User13363,96,C
13364,User13364,65,C
13365,User13365,13,A
13366,User13366,26,B
13367,User13367,98,B
13368,User13368,36,B
13369,User13369,4,B
13370,User13370,30,B
13371,User13371,24,A
13372,User13372,18,B
13373,User13373,83,A
13374,User13374,77,C
13375,User13375,71,A
13376,User13376,29,C
13377,User13377,88,C
13378,User13378,87,B
13379,User13379,68,C
13380,User13380,13,B
13381,User13381,41,C
13382,User13382,9,C
13383,User13383,5,B
13384,User13384,71,A
13385,User13385,95,A
13386,User13386,13,B
13387,User13387,38,B
13388,User13388,80,C
13389,User13389,10,B
13390,User13390,65,C
13391,User13391,10,B
13392,User13392,29,B
13393,User13393,4,C
13394,User13394,34,B
13395,User13395,85,A
13396,User13396,55,C
13397,User13397,5,B
13398,User13398,84,A
13399,User13399,4,B
13400,User13400,3,A
13401,User13401,1,A
13402,User13402,91,C
13403,User13403,44,B
13404,User13404,6,A
13405,User13405,53,B
13406,User13406,32,C
13407,User13407,65,C
13408,User13408,59,A
13409,User13409,99,C
13410,User13410,86,C
13411,User13411,91,C
13412,User13412,30,C
13413,User13413,78,B
13414,User13414,60,C
13415,User13415,30,A
13416,User13416,16,C
13417,User13417,27,C
13418,User13418,91,B
13419,User13419,45,A
13420,User13420,55,C
13421,User13421,100,C
13422,User13422,19,C
13423,User13423,45,A
13424,User13424,89,C
13425,User13425,41,B
13426,User13426,99,B
13427,User13427,71,C
13428,User13428,9,B
13429,User13429,38,C
13430,User13430,97,C
13431,User13431,9,A
13432,User13432,39,A
13433,User13433,76,A
13434,User13434,62,A
13435,User13435,86,B
13436,User13436,38,A
13437,User13437,22,B
13438,User13438,15,A
13439,User13439,89,B
13440,User13440,14,A
13441,User13441,46,A
13442,User13442,31,B
13443,User13443,62,A
13444,User13444,66,C
13445,User13445,12,B
13446,User13446,46,B
13447,User13447,72,C
13448,User13448,48,B
13449,User13449,54,A
13450,User13450,19,A
13451,User13451,32,C
13452,User13452,83,C
13453,User13453,39,C
13454,User13454,4,A
13455,User13455,43,B
13456,User13456,97,B
13457,User13457,21,B
13458,User13458,66,A
13459,User13459,12,B
13460,User13460,77,B
13461,User13461,0,C
13462,User13462,75,A
13463,User13463,86,B
13464,User13464,6,A
13465,User13465,36,A
13466,User13466,45,C
13467,User13467,33,A
13468,User13468,14,B
13469,User13469,0,A
13470,User13470,18,A
13471,User13471,23,A
13472,User13472,0,B
13473,User13473,53,B
13474,User13474,73,A
13475,User13475,3,B
13476,User13476,70,B
13477,User13477,6,B
13478,User13478,46,B
13479,User13479,9,A
13480,User13480,44,B
13481,User13481,53,C
13482,User13482,80,B
13483,User13483,10,C
13484,User13484,33,A
13485,User13485,44,B
13486,User13486,46,A
13487,User13487,100,B
13488,User13488,56,A
13489,User13489,41,C
13490,User13490,33,A
13491,User13491,15,C
13492,User13492,8,C
13493,User13493,50,C
13494,User13494,83,C
13495,User13495,40,C
13496,User13496,80,A
13497,User13497,74,C
13498,User13498,66,B
13499,User13499,15,C
13500,User13500,0,A
13501,User13501,19,C
13502,User13502,1,A
13503,User13503,89,B
13504,User13504,25,C
13505,User13505,43,B
13506,User13506,31,C
13507,User13507,30,B
13508,User13508,56,A
13509,User13509,97,C
13510,User13510,91,B
13511,User13511,75,A
13512,User13512,98,A
13513,User13513,93,B
13514,User13514,82,B
13515,User13515,77,A
13516,User13516,50,C
13517,User13517,85,A
13518,User13518,98,A
13519,User13519,82,A
13520,User13520,39,B
13521,User13521,81,A
13522,User13522,18,B
13523,User13523,82,B
13524,User13524,75,A
13525,User13525,61,B
13526,User13526,23,A
13527,User13527,43,A
13528,User13528,78,A
13529,User13529,99,C
13530,User13530,20,C
13531,User13531,92,C
13532,User13532,83,B
13533,User13533,49,C
13534,User13534,18,B
13535,User13535,75,A
13536,User13536,30,A
13537,User13537,39,B
13538,User13538,8,C
13539,User13539,93,C
13540,User13540,100,B
13541,User13541,13,B
13542,User13542,75,A
13543,User13543,22,B
13544,User13544,33,A
13545,User13545,11,A
13546,User13546,16,C
13547,User13547,31,B
13548,User13548,3,A
13549,User13549,76,A
13550,User13550,3,A
13551,User13551,45,C
13552,User13552,25,B
13553,User13553,46,B
13554,User13554,3,B
13555,User13555,70,C
13556,User13556,35,B
13557,User13557,38,A
13558,User13558,23,C
13559,User13559,35,A
13560,User13560,67,B
13561,User13561,60,C
13562,User13562,13,B
13563,User13563,42,A
13564,User13564,45,B
13565,User13565,91,B
13566,User13566,84,B
13567,User13567,14,B
13568,User13568,83,A
13569,User13569,44,A
13570,User13570,100,A
13571,User13571,18,A
13572,User13572,38,C
13573,User13573,58,B
13574,User13574,67,C
13575,User13575,74,C
13576,User13576,6,B
13577,User13577,21,B
13578,User13578,47,B
13579,User13579,17,A
13580,User13580,51,B
13581,User13581,60,B
13582,User13582,61,C
13583,User13583,79,A
13584,User13584,94,B
13585,User13585,14,A
13586,User13586,73,A
13587,User13587,93,A
13588,User13588,17,B
13589,User13589,70,A
13590,User13590,87,C
13591,User13591,26,C
13592,User13592,87,B
13593,User13593,71,B
13594,User13594,26,C
13595,User13595,53,A
13596,User13596,44,C
13597,User13597,88,A
13598,User13598,48,C
13599,User13599,81,C
13600,User13600,40,A
13601,User13601,29,B
13602,User13602,40,C
13603,User13603,30,A
13604,User13604,23,A
13605,User13605,5,B
13606,User13606,17,B
13607,User13607,58,B
13608,User13608,71,B
13609,User13609,40,B
13610,User13610,44,A
13611,User13611,79,B
13612,User13612,10,A
13613,User13613,90,A
13614,User13614,69,A
13615,User13615,42,C
13616,User13616,17,B
13617,User13617,100,B
13618,User13618,27,B
